"DOY","White_1","White_2","White_3","White_4","White_5","White_6","White_7","White_8","White_9","White_10"
2023002,0.783876500857633,0.484656828297025,0.902745616936818,0.856081081081081,0.909027291812456,0.864907320138234,0.840721262208866,NA,NA,0.834229137199434
2023003,0.768232920149899,0.872476089266737,0.940714908456844,0.394644115574348,0.93628237451295,0.862618986364806,0.840768702814001,0.817430025445293,-0.00178407830657218,0.918932786044125
2023004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023010,0.778316591617596,0.854905193734542,0.840421528039142,0.871337579617834,0.922459893048128,0.86578449905482,0.844955752212389,NA,NA,0.91362763915547
2023011,0.767250257466529,0.848746403616934,0.902130492676432,0.868818681318681,0.922173767192217,0.86784140969163,0.834346504559271,0.805796010538201,0.927416895394937,0.911830003171582
2023012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023018,0.779887482419128,0.855757064529734,0.897435897435897,0.858620689655172,0.9263015551048,0.874116891457932,0.836405529953917,NA,NA,0.914987405541562
2023019,0.755006675567423,0.8359375,0.893095768374165,0.852912463390823,0.903307888040712,0.8530390081645,0.809694793536804,0.775179177668804,0.914195220270659,0.898665048543689
2023020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023026,0.650910881339242,0.126696832579186,0.45113369820172,0.406779661016949,0.899576868829337,0.444770283479961,0.461327051433059,NA,NA,0.13281096963761
2023028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023034,0.762434554973822,0.856225930680359,0.902347417840376,0.857930587090496,NA,0.851579270162527,0.83695652173913,NA,NA,0.906323185011709
2023035,0.641652123327516,0.106526192566579,0.468146883005978,0.596699669966997,0.144927536231884,0.281998454802987,0.823975720789074,0.701375245579568,0.0191023738872403,0.289791806581598
2023036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023042,0.752997601918465,NA,0.880061823802164,0.83488,NA,0.805,0.800511508951407,NA,NA,NA
2023043,0.170688114387846,0.0439086699664698,0.011351765443276,0.0321870701513067,0.171403197158082,0.0385346953152518,0.056976955180548,0.0600961538461538,0.244971634863332,0.458937198067633
2023044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023050,0.751222921034242,1.46182495344507,0.891125041240515,0.844399731723675,NA,0.84797507788162,0.804281345565749,NA,NA,0.503385240352065
2023051,0.736376021798365,0.8216,0.888597640891219,0.842069892473118,0.899556868537666,0.837535014005602,0.804482225656878,0.944281524926686,0.919595164464436,0.892238614496472
2023052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023058,0.759119496855346,0.830713422007255,0.887599266951741,0.837277147487844,NA,0.775312855517634,0.802871556072953,NA,NA,0.547594251197667
2023059,0.72446881425634,0.826915442635967,0.886252843678908,0.831111111111111,0.900723208415516,0.831210191082802,0.802189210320563,0.765785609397944,0.920545508449451,0.887820512820513
2023060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023066,0.718933887158186,0.753531073446328,0.883790029712776,0.812478455704929,0.690196078431373,0.810731707317073,0.791126815861798,NA,NA,0.878326996197719
2023067,0.710990502035278,0.78679817905918,0.869078947368421,0.811333333333333,0.879838959430164,0.811190997186621,0.777352716143841,0.747613997879109,0.913461538461538,0.869426751592357
2023068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023074,0.00155542030161634,-0.00286247666459237,0.00979002093038962,0.0129417286930866,0.0138148171946283,0.0016797688638043,0.00988078616689935,NA,NA,-0.00041379310344823
2023076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023082,0.681222707423581,0.817258883248731,0.879748565181743,0.872489082969432,0.224766562916852,0.821972734562951,0.127649640489308,NA,NA,0.125915943737893
2023083,0.728511530398323,0.798576512455516,0.0860424191905159,0.387661406025825,0.380847953216374,0.0497026338147833,0.0506854680767724,0.0927360774818402,0.878542510121457,0.868586387434555
2023084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023090,0.721345229924503,0.790461297888976,0.868294249919692,0.813570487483531,0.867066466766617,0.812876625436092,0.75687885010267,NA,NA,0.866199426568971
2023091,0.555043522785458,0.373991610196838,0.869649268157967,0.804773561811506,0.0861628009524649,0.805025125628141,0.750454710803929,0.231657820793007,0.914854657816434,0.612873563218391
2023092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023098,0.704847175054029,0.226245443499392,0.873721134171295,0.745667821914156,0.495004541326067,0.822130906956267,0.771449170872387,NA,NA,0.0175157534978105
2023099,1.42352941176471,0.785986290936786,0.795440911817636,0.0110055369471598,0.882929642445213,0.0617131572451246,0.00189077966855748,-0.00555219614094882,0.194688166943325,0.861177884615385
2023100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023106,0.717217056748958,0.77970297029703,0.869649805447471,0.81281115167607,0.881660288489844,0.801414079311405,0.751683501683502,NA,NA,0.786616161616162
2023107,-0.0251396648044693,0.776367961934972,0.0240634141738228,0.808190772420944,0.80751799520128,-0.0234292549074791,0.130540009075783,0.73126079447323,0.704620462046205,0.877586966094232
2023108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023114,0.475570832310336,0.782456140350877,0.261401125557927,0.034008478568064,NA,0.549104983067247,0.141375629098673,NA,NA,0.0152325392967104
2023115,0.422741975615825,0.786231884057971,0.394970414201183,0.294415255886359,0.217923339931618,0.462454212454212,0.280349692032585,0.117229129662522,0.556281407035176,0.852705410821643
2023116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023122,0.712054329371817,0.779156327543424,0.855979146301727,0.797217928902628,0.867440439828955,0.790337859172719,0.727423363711682,NA,NA,0.845075125208681
2023123,0.393681043129388,0.754047802621434,0.830306825297433,0.760703147150553,0.846647646219686,0.463128876636802,0.695244956772334,0.209369221286213,0.896619167365186,0.831492584411486
2023124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023130,0.681847755367599,0.75,0.41631896152063,0.193874425727412,NA,0.782091421415153,0.715160796324656,NA,NA,0.84823677581864
2023131,0.682057638673691,0.736187845303867,0.852435112277632,0.318106035345115,0.854498044328553,0.764048432163924,0.551392141556076,0.0654511453950444,0.905552918841956,0.842105263157895
2023132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023138,0.713630406290957,0.760528488852188,0.845751633986928,0.793947198969736,NA,0.782940996637114,0.734958710184821,NA,NA,0.842285004656939
2023139,0.727222222222222,0.0119162021910436,0.860745614035088,0.293140028288543,0.944856839872746,0.768870380010411,0.210386360081339,0.724159597863651,0.922809053975624,0.591873589164786
2023140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023146,0.717483363581367,-0.0198111460840585,0.0969261835315234,0.0554371002132196,-0.0171340487342148,0.789624534250501,0.723186925434117,NA,NA,0.153546375681995
2023147,0.482462419470294,0.364326375711575,0.437183506149023,0.779795021961933,0.857612267250821,0.766749379652605,0.734507042253521,0.609438567941416,0.885446009389671,0.680384087791495
2023148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023154,0.00696985537550097,-0.0194735497061078,0.458074844906944,0.637571157495256,NA,0.00698202129516496,0.51671266482674,NA,NA,0.000699572483482326
2023156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023162,0.722424242424242,0.791952054794521,0.639368895567243,0.143355771628023,0.874554102259215,0.784633639869475,0.760594145915247,NA,NA,0.912663755458515
2023163,0.415867480383609,0.781158572264482,0.802867383512545,0.779994133176885,0.872407456025204,0.587743732590529,0.165211234363937,0.751815181518152,0.722758127902822,0.848635963625697
2023164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023170,0.707676130389064,0.736022646850672,0.879461673493271,0.760663507109005,0.84939589772408,0.444637011361448,0.718368769606135,NA,NA,0.815263476680799
2023171,0.704743193937693,0.747220163083766,0.893231649189705,0.752501667778519,0.845988152934841,0.739820200951877,0.720480320213476,0.680043980208906,0.915635545556805,0.851351351351351
2023172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023178,0.257742601514109,0.804102134784429,0.792116788321168,0.763324299909666,0.88866911556937,0.0625188158554942,0.777941176470588,NA,NA,0.677877783041213
2023180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023186,0.755413235742605,0.812840043525571,0.844067796610169,0.126917138445703,NA,0.800298062593144,0.74936800288913,NA,NA,0.86123595505618
2023187,0.380914194065758,0.766176470588235,0.838767042086544,0.784769185533666,0.86680873734683,0.784063094914332,0.748085758039816,0.751134154244977,0.924056957282039,0.855651655234119
2023188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023194,0.733719247467439,0.626118067978533,0.845165059888986,0.795343137254902,0.870547147846333,0.795599305153445,0.756380510440835,NA,NA,0.60015929908403
2023195,0.663577646728447,0.789716545814107,0.776578073089701,0.775585696670777,0.879670063076177,0.72987721691678,0.750539180445722,0.767602166420482,0.918618988902589,-0.0104321907600597
2023196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023202,0.221157259495918,0.348410497119693,-0.000779329776392283,0.00564671494054345,0.0335051546391753,0.0796131679202891,-0.00737471691539396,NA,NA,0.514889284805294
2023203,0.747957259585167,0.74423888347939,0.851106639839034,0.782236647978755,0.83741429970617,0.78371016071915,0.75578231292517,0.697376449054301,0.909618783135572,0.682079693160026
2023204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023210,0.337857289738844,0.208371246587807,0.317381738173817,0.581692661723345,0.653699466056445,0.403866140095614,0.267253176930596,NA,NA,0.0149557591418057
2023211,0.767160900604064,0.797623089983022,0.848436671966084,0.777777777777778,0.895448634590377,0.841948310139165,0.776947040498442,0.653962160680011,0.549797570850202,0.561456752655539
2023212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023218,0.794608472400514,0.824493731918997,0.889745786918024,0.824755700325733,0.747972972972973,0.834747093936538,0.807098765432099,NA,NA,-0.00490421455938694
2023219,0.777448949393312,0.812267028126059,0.880893300248139,0.0702297233942803,0.899324166860872,0.824694234129295,0.952755905511811,0.781995973540409,0.0553999096249435,0.316592204590972
2023220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023226,0.762334536702768,0.77939646201873,0.842661034846885,0.346965412225364,0.858447488584475,0.804921968787515,0.843470863462356,NA,NA,0.869518137520303
2023227,0.773250664304694,0.731996353691887,0.436601307189542,0.809433962264151,0.879758466789184,0.233451957295374,0.782117163412127,0.781655034895314,0.919366806826614,0.872893881170559
2023228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023234,0.739212598425197,0.743914638212738,0.484336263240929,0.7814039408867,0.832258064516129,0.782799748901444,0.75373665480427,NA,NA,0.837345860246624
2023235,0.775739644970414,0.79967585089141,1.16650717703349,0.831100757134537,0.790393013100437,0.823478007573551,0.794053662073967,0.000361598264328392,0.917187138561184,0.917483238782878
2023236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023242,-0.0346605047991468,0.674986999479979,-0.0272175151833246,8.525,0.842507030936119,-0.0319134365155458,0.849056603773585,NA,NA,0.0492316448491747
2023243,-0.00377033286653022,0.663622047244094,0.865435997085256,0.792226839403569,0.805825242718447,-0.0103260869565217,0.304098229947377,0.799751243781095,0.285871660699532,0.774749498997996
2023244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023250,0.799750467872739,0.630648330058939,0.881454872025146,0.844623990055935,0.898660454280722,0.843828715365239,0.0558310376492194,NA,NA,0.886604361370717
2023251,0.7826224328594,0.791751183231914,0.878510028653295,0.841911764705882,0.895792699916411,0.836848635235732,0.818437719915552,0.80405616224649,0.924396782841823,0.883952855847688
2023252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023258,0.807886154758375,0.822320117474303,0.89717549984132,0.851633986928105,0.904329397517408,0.849591280653951,0.943502824858757,NA,NA,0.898139676730711
2023259,0.14675423086638,0.599458728010825,0.0167697506854556,0.000302069173840776,0.905254560304928,0.107655019188043,0.0429511603740907,0.835600578871201,0.386995280545359,0.789473684210526
2023260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023266,0.687861271676301,0.701207883026065,0.760551248923342,0.81656050955414,0.602884082085413,0.685261303581914,0.55945521215296,NA,NA,0.698699974509304
2023267,-0.029903944904247,-0.0326639752529754,-0.0222880700850296,-0.00944418640656448,-0.0322306137644931,-0.0302887448438421,-0.0114367946678785,0.197593104569849,-0.0321003069559336,-0.034835113794705
2023268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023274,0.0243539295969371,0.851050679851669,0.925738396624473,0.608114338404795,0.982178217821782,0.811601642710472,3.9746192893401,NA,NA,0.918837068443368
2023275,0.814341300722624,0.453565008987418,0.904840940525588,0.885714285714286,0.90711175616836,0.876769795490299,0.193809356313753,0.836086404066074,0.98008337193145,0.443450980392157
2023276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023283,0.677911844373307,0.785162806310842,0.795031055900621,0.680616740088106,0.333918128654971,0.676152532726238,0.521554770318021,0.582089552238806,0.155573538337042,0.598954931417374
2023284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023290,0.822972972972973,0.841244515357,0.906146728354263,0.877452667814114,0.914519170333124,0.875416389073951,0.872645064054258,NA,NA,0.909493670886076
2023291,0.804586241276172,0.843267108167771,0.904118404118404,0.872782055574155,0.915757575757576,0.87336939230035,0.863468634686347,0.825235678027556,0.931034482758621,0.907078266292485
2023292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023298,0.778789501874665,0.829758713136729,0.898125,0.859434237386993,0.901765650080257,0.859047619047619,0.857243816254417,NA,NA,0.895616924246263
2023299,0.568288119738073,0.46119733924612,0.901373723141951,0.718475073313783,0.874505025890953,0.338453295231291,0.0361277561231019,-0.0116819003861381,0.199136657957515,0.877207737594617
2023300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023306,0.799880525686977,0.546561368871339,0.682698730794923,0.868639053254438,0.870220786214324,0.491073260824954,0.850267379679144,NA,NA,0.897672038884625
2023307,0.781928041746773,0.783078643309728,0.843081312410842,0.854445797807552,0.77139124755062,0.670470756062768,0.843137254901961,0.279357644697223,0.906569343065693,0.830973830973831
2023308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023314,0.820624790057104,0.853440571939232,0.904701798674661,0.878767582049565,0.923617476321418,0.878266411727215,0.864985163204748,NA,NA,0.907519850537132
2023315,0.633802816901408,0.86,0.757658270932607,0.650696568127761,0.922427275570848,0.872531418312388,0.472278796107717,0.796313651983755,0.936348408710218,0.896950578338591
2023316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023322,0.825632784250703,0.86797243380486,0.333442034893201,0.900959455277004,0.93300029385836,0.416596814752724,0.894533762057878,NA,NA,0.917456776352482
2023323,0.81080174438108,0.856665428889714,0.911689961880559,0.886767610269914,0.913422609778885,0.881213686249193,0.872309376140095,0.861896243291592,0.936122102882985,0.909249563699825
2023330,0.559856932463707,0.869625520110957,0.828449653702717,0.819004524886878,0.877679697351828,0.320611798980335,0.785012285012285,NA,NA,0.911516853932584
2023331,0.816176470588235,0.867519759126835,0.915392124959323,0.894520547945205,0.920886075949367,0.881539980256663,0.879158699808795,0.867469879518072,0.945095796396912,0.917671273154954
2023332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023338,0.0963855421686748,0.0525264629518674,0.0902198635329795,0.172807226051818,0.0218024288047724,0.027182120205376,0.775960752248569,NA,NA,-0.00934822124123602
2023339,0.517187090002624,0.786167512690355,0.697003024470718,0.704255980118049,0.86589928057554,0.580283793876027,0.667099286177807,0.840394088669951,0.914610479622955,0.795150915388422
2023340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023346,0.185226952354102,0.0333403671660688,0.301760984783724,0.318767908309456,-0.0118924864233175,0.167785234899329,0.370273003033367,NA,NA,0.0912511759172154
2023348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023354,0.222439980401764,0.810032650638172,0.137962309785347,0.460073800738007,NA,0.158458244111349,0.024753183574188,NA,NA,0.701879455605963
2023355,0.804174950298211,0.356305336204834,0.807441253263708,0.286778171163472,0.270143660212367,0.731612903225806,0.287461773700306,0.017701641684511,0.26367274344153,0.510378163207279
2023356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023363,0.339655172413793,0.511635122556624,0.749410377358491,0.491156462585034,0.659644502962475,0.39212228101117,0.489014438166981,0.464939705225547,0.691814739295077,0.754287320775935
2023364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
